	MA2-THAI3 HOK-IM TOAN7
	14 In-ui7 chhin-chhiuN7 chit8 lang5 beh khi3 goa7-kok; chiu7 tiau3 i ka-ki7 e5 lou5-pok8, chiong sou2 u7 e5 kau-tai7 in.  15 Chit8-e5 hou7 i gun5 gou7 chheng, chit8-e5 hou7 i nng7 chheng, chit8-e5 hou7 i chit8 chheng; kok chiau3 in e5 chai5-tiau7;  chiu7 khi3 goa7-kok.  16 Nia2 gou7 chheng e5, sui5-si5 khi3 choe3 seng-li2, koh than3 gou7 chheng.  17 Nia2 nng7 chheng e5 iah8 si7 an2-ni, koh than3 nng7 chheng.  18 Tok8-tok8 hit-e5 nia2 chit8 chheng e5 khi3, chiu7 kut8 toe7, lai5 khng3-bat8 i e5 chu2-lang5 e5 gun5.  19 Ke3 ku2-ku2 chiah e5 lou5-pok8 e5 chu2-lang5 kau3, kap in sng3-siau3.  20 Nia2 gou7 chheng e5 lai5, koh toa3 gou7 chheng, kong2, Chu2 ah, li2 kau-tai7 goa2 gou7 chheng; li2 khoaN3, goa2 u7 koh than3 gou7 chheng.  21 I e5 chu2-lang5 ka7 i kong2, Ho2 ah, ho2 koh chin7-tiong e5 lou5-pok8, li2 ti7 chio2-e5 i2-keng chin7-tiong, goa2 beh siat-lip8 li2 lai5 koan2 choe7-e5; thang jip8 li2 e5 chu2-lang5 e5 khoai3-lok8.  22 Nia2 nng7 chheng e5 iah8 lai5, kong2, Chu2 ah, li2 kau-tai7 goa2 nng7 chheng; li2 khoaN3, goa2 u7 koh than3 nng7 chheng.  23 I e5 chu2-lang5 ka7 i kong2, Ho2 ah, ho2 koh chin7-tiong e5 lou5-pok8, li2 ti7 chio2-e5 i2-keng chin7-tiong, goa2 beh siat-lip8 li2 lai5 koan2 choe7-e5; thang jip8 li2 e5 chu2-lang5 e5 khoai3-lok8.  24 Nia2 chit8 chheng e5 iah8 lai5, kong2, Chu2 ah, goa2 chai li2 si7 giam5-hat8 e5 lang5; be7 ia7 e5 sou2-chai7, chiu7 beh siu-koah; be7 hun-soaN3 e5 sou2-chai7, chiu7 beh khioh choe3 tui.  25 Sou2-i2 goa2 kiaN, chiu7 chiong li2 chit8 chheng gun5 khi3 tai5 ti7 toe7-nih8; taN li2 e5 goan5-mih8 heng5 li2.  26 I e5 chu2-lang5 chiu7 in3 i kong2, PhaiN2 koh pin5-toaN7 e5 lou5-pok8 ah, li2 ki3-jian5 chai goa2 be7 ia7 e5 sou2-chai7, chiu7 beh siu-koah, be7 hun-soaN3 e5 sou2-chai7, chiu7 beh khioh choe3 tui.  27 Chiu7 tioh8 chiong goa2 e5 gun5 he7 ti7 chiN5-tiam3; goa2 lai5 e5 si5 thang tit-tioh8 goa2 e5 pun2-gun5 kap li7-sek.  28 Sou2-i2 tioh8 tui3 i theh8 hit chit8 chheng, lai5 hou7 hit e5 u7 chap8 chheng e5.  29 In-ui7 kiN3-na7 u7 e5, beh hou7 i, hou7 i u7 chhun; bo5 e5, lian5 i sou2 u7 e5, iah8 beh theh8 i.  30 Iah8 hit e5 bo5 li7-ek e5 lou5-pok8, koaN2 i ti7 goa7-bin7 ou-am3 e5 sou2-chai7; ti7 hia beh u7 thi5-khau3, ka7-ge5, chhiat-chhi2.
	31 Tng Jin5-chu2 ti7 I e5 eng5-kng, kap long2-chong2 e5 thiN-sai3 lai5 e5 si5, I beh che7 I eng5-kng e5 cho7-ui7,  32 chu7-chip8 ban7 pang ti7 I e5 bin7-cheng5;  I chiu7 beh hun-piat in, chhin-chhiuN7 bok8-chia2 hun-piat mi5-iuN5 li7-khui soaN-iuN5.  33 Chiong mi5-iuN5 he7 ti7 I e5 chiaN3-peng5, soaN-iuN5 he7 ti7 I e5 to3-peng5.  34 Hit si5 Ong5 beh ka7 chiaN3-peng5 e5 kong2, Lin2 tui3 goa2 e5 Pe7 tit-tioh8 un-tian2 e5, chin3-cheng5 lai5 seng5-chiap kok, chiu7-si7 tui3 chhong3-cho7 se3-kan i2-lai5 ka7 lin2 pi7-pan7 e5.  35 In-ui7 goa2 iau, lin2 bat hou7 goa2 chiah8; goa2 chhui3-ta, lin2 hou7 goa2 lim; goa2 chhut-goa7, lin2 hou7 goa2 toa3; goa2 thng3-pak-theh, lin2 hou7 goa2 chheng7;  36 goa2 phoa3-piN7, lin2 khoaN3-kou3 goa2; goa2 ti7 kaN-nih8, lin2 lai5 chhe7 goa2.  37 Hit si5 gi7 lang5 beh in3 I kong2, Chu2 ah, goan2 sim2-mih8 si5 khoaN3-kiN3 li2 iau, lai5 hou7 li2 chiah8? chhui3-ta, lai5 hou7 li2 lim?  38 Sim2-mih8 si5 khoaN3-kiN3 li2 chhut-goa7, lai5 hou7 li2 toa3? thng3-pak-theh, lai5 hou7 li2 chheng7?  39 Sim2-mih8 si5 khoaN3-kiN3 li2 phoa3-piN7, a2-si7 ti7 kaN-nih8, lai5 chhe7 li2?  40 Ong5 beh in3 i kong2, Goa2 sit8-chai7 ka7 lin2 kong2, Lin2 ki3-jian5 kiaN5 i ti7 goa2 e5 hiaN-ti7 chi3-bi5-soe3 e5 e5 chit8-e5, chiu7-si7 kiaN5 i ti7 goa2.  41 Koh beh ka7 to3-peng5 e5 kong2, Lin2 siu7 chiu3-chou2 e5, tioh8 li7-khui goa2, jip8 eng2-oan2 e5 he2, chiu7-si7 ui7-tioh8 Mou5-kui2 kap i chiah e5 su3-chia2 sou2 pi7-pan7 e5.  42 In-ui7 goa2 iau, lin2 m7 bat hou7 goa2 chiah8; goa2 chhui3-ta, lin2 m7 bat hou7 goa2 lim; goa2 chhut-goa7, lin2 m7 bat hou7 goa2 toa3;  43 goa2 thng3-pak-theh, lin2 m7 bat hou7 goa2 chheng7; goa2 phoa3-piN7 kap ti7 kaN-nih8, lin2 m7 bat khoaN3-kou3 goa2.  44 In iah8 beh in3 kong2, Chu2 ah, goan2 sim2-mih8 si5 khoaN3-kiN3 li2 iau, a2-si7 chhui3-ta, a2-si7 chhut-goa7, a2-si7 thng3-pak-theh, a2-si7 phoa3-piN7, a2-si7 ti7 kaN-nih8, lai5 bo5 hok8-sai7 li2 ah?  45 I chiu7 beh in3 i kong2, Goa2 sit8-chai7 ka7 lin2 kong2, Lin2 ki3-jian5 bo5 kiaN5 i ti7 chiah e5 chi3-bi5-soe3 e5 e5 chit8 e5, chiu7-si7 bo5 kiaN5 i ti7 goa2.  46 Chiah e5 lang5 beh khi3 jip8 eng2-oan2 e5 heng5-hoat8; na7-si7 gi7 e5 lang5 jip8 eng2-oan2 oah8.

26	Ia5-sou kong2 chiah e5 oe7 soah, chiu7 ka7 I e5 hak8-seng kong2,  2 Lin2 chai ke3 nng7 jit8 poaN5-ke3-choeh chiu7 kau3, Jin5-chu2 tu2-tioh8 ke3-sang3 khi3 teng3 sip8-ji7-ke3.  3 Hit si5 hiah e5 che3-si-thau5 kap peh-siN3 e5 tiuN2-lo2 chu7-chip8 ti7 che3-si-thau5, mia5 Kai-a-hoat e5 iN7,  4 saN-kap chham-siong5 eng7 khui2-khiat e5 ke3 liah8 Ia5-sou lai5 thai5 I.  5 Chong2-si7 kong2, Tng choeh-ki5 m7 thang, kiaN-liau2 peh-siN3 e5 tiong-kan u7 jiau2-loan7.
	6 Ia5-sou ti7 Pek-tai7-ni5, thai2-ko Se-bun5 e5 chhu3,  7 u7 hu7-jin5-lang5 toa3 gek8-pan5, lai7-bin7 toe2 kek8 kui3-khi3 e5 hiuN-iu5, chiu7-kun7 I, tng I che7 toh e5 si5 piaN3 ti7 I thau5-khak teng2.  8 Hak8-seng khoaN3-kiN3 chiu7 siu7-khi3, kong2, An2-ni phoa3-hui3 u7 siaN2 lou7-eng7?  9 In-ui7 chit e5 iu5 oe7 boe7-tit choe7-choe7 gun5, lai5 hou7 song3-hiong lang5.  10 Ia5-sou chai chiu7 ka7 in kong2, Lin2 siaN2-su7 thiau-lan5 chit e5 hu7-jin5-lang5 ah?  in-ui7 i sou2 kiaN5 lai5 khoan2-thai7 goa2 e5 si7 ho2 su7.  11 In-ui7 siong5-siong5 u7 song3-hiong lang5 kap lin2 ti7-teh, na7-si7 goa2 bo5 siong5-siong5 kap lin2 ti7-teh.  12 In-ui7 i to3 chit e5 iu5 ti7 goa2 seng-khu, chiu7-si7 pi7-pan7 goa2 bai5-chong3 lai5 kiaN5 e5.  13 Goa2 sit8-chai7 ka7 lin2 kong2, Phou2 thiN-e7, bo5 lun7 sim2-mih8 sou2-chai7 thoan5 chit e5 hok-im, ia7 beh kong2-khi2 chit e5 hu7-jin5-lang5 sou2 kiaN5, lai5 ki3-liam7 i.
	14 Hit si5 chap8-ji7 e5 hak8-seng chit8-e5, mia5 choe3 Ka-liok8 lang5 Iu5-tai7, khi3 kiN3 hiah e5 che3-si-thau5,  15 kong2, Lin2 beh hou7 goa2 joa7 choe7, goa2 beh chiong I kau hou7 lin2?  In chiu7 kap i iok, hou7 i gun5 saN-chap8.  16 Tui3 hit si5 i chhe7 ki-hoe7 chiong Ia5-sou kau hou7 in.
	17 Tu5-kaN3-choeh e5 thau5-chit8 jit8 hak8-seng chiu7-kun7 Ia5-sou kong2, Ai3 goan2 ti7 sim2-mih8 sou2-chai7 ka7 li2 pi7-pan7 chiah8 poaN5-ke3-choeh?  18 I kong2, Lin2 jip8 siaN5 chhe7 bou2 lang5, ka7 i kong2, Sian-siN kong2, Goa2 e5 si5 kun7 lah; goa2 kap goa2 e5 hak8-seng siu2 poaN5-ke3-choeh ti7 li2 tau.  19 Hak8-seng chiau3 Ia5-sou sou2 hoan-hu3 e5 khi3 kiaN5: chiu7 pi7-pan7 poaN5-ke3-choeh.  20 Kau3 jit8 am3 Ia5-sou kap chap8-ji7 e5 hak8-seng che7 toh.  21 Chiah8 e5 si5, Ia5-sou kong2, Goa2 sit8-chai7 ka7 lin2 kong2, lin2 tiong-kan chit8 lang5 beh boe7 goa2.  22 Cheng3 lang5 chin iu-bun7, chit8-e5 chit8-e5 ka7 I kong2, Chu2 ah, chong2 bo5 si7 goa2 ouh?  23 I in3 kong2, Kap goa2 chhun chhiu2 ti7 poaN5-nih8 e5, hit-e5 beh boe7 goa2.  24 Jin5-chu2 to3-khi3 chiau3 sou2 ki3-chai3 chi2 I e5 oe7; na7-si7 boe7 Jin5-chu2 e5 u7 chai-e7 ah!  hit lang5 bo5 chhut-si3 khah ho2.  25 Boe7 I e5 Iu5-tai7 kong2, Liap8-pi2, chong2 bo5 si7 goa2 ouh?  Ka7 i kong2, Li2 i2-keng kong2 lah.
	26 In teh chiah8 e5 si5, Ia5-sou theh8 piaN2, chiok-sia7 peh-phoa3, pun hou7 hak8-seng, kong2, Theh8-khi3 chiah8; chit-e5 si7 goa2 e5 seng-khu.  27 Koh phang5 poe chiok-sia7 hou7 in, kong2, Lin2 long2 tioh8 lim i;  28 chit-e5 si7 goa2 e5 huih, chiu7-si7 beng5 iok e5 huih, ui7-tioh8 choe7-choe7 lang5 lai5 lau5-chhut e5, ti3-kau3 choe7 tit-tioh8 sia3-bian2.  29 Na7-si7 goa2 ka7 lin2 kong2, taN liau2-au7 goa2 bo5 lim chit e5 phu5-to5 e5 chiap, theng3-hau7 hit jit8 goa2 kap lin2 lim hit e5 sin-e5 ti7 goa2 e5 Pe7 e5 kok.
	30 I2-keng gim5 si chiu7 chhut-lai5, khi3 KaN-na2 soaN.
	31 Hit si5 Ia5-sou ka7 in kong2, Kim-mi5 lin2 long2 beh ui7-tioh8 goa2 lai5 siu7 that-gai7, in-ui7 u7 ki3-chai3 kong2, Goa2 beh phah bok8-chia2, chiu7 iuN5-kun5 si3-soaN3.  32 Na7-si7 goa2 koh-oah8 liau2-au7 beh tai7-seng lin2 khi3 Ka-li7-li7.  33 Pi2-tek in3 I kong2, Cheng3 lang5 sui-jian5 ui7-tioh8 li2 lai5 siu7 that-gai7, ia7 goa2 eng2-eng2 bo5 siu7 that-gai7.  34 Ia5-sou ka7 i kong2, Goa2 sit8-chai7 ka7 li2 kong2, kim-mi5 koe iau2-be7 thi5, li2 beh saN pai2 m7 jin7 goa2.  35 Pi2-tek ka7 I kong2, Goa2 chiu7 na7 tioh8 kap li2 si2, ia7 koat-toan3 bo5 m7 jin7 li2.  Cheng3 hak8-seng ia7 long2 si7 an2-ni kong2.
	36 Ia5-sou kap in kau3 chit8 sou2-chai7, mia5 Khek-se-ma2-ni5, ka7 I e5 hak8-seng kong2, Lin2 chiah-e5 che7 chia, theng3-hau7 goa2 khi3 hia ki5-to2.  37 Chiah chhoa7 Pi2-tek kap Se-pi2-thai3 nng7 e5 kiaN2 saN-kap khi3; chiu7 iu-bun7, chham2-chhoeh.  38 Ka7 in kong2, Goa2 e5 sim chin iu-bun7 kau3 beh si2, lin2 toa3 chia kap goa2 keng2-seng2.  39 Lioh8-lioh8-a2 chin3-cheng5, bin7 phak ti7 toe7-nih8, ki5-to2, kong2, Goa2 e5 Pe7 ah, na7 oe7 choe3-tit, tioh8 hou7 chit e5 poe li7-khui goa2; chong2-si7 m7 si7 chiau3 goa2 sou2 ai3, si7 chiau3 li2 sou2 ai3.  40 Chiu7 lai5 hak8-seng hia, khoaN3-kiN3 in teh khun3, ka7 Pi2-tek kong2, An2-chaiN2-iuN7, lin2 boe7-oe7 kap goa2 keng2-seng2 poaN3-si5 ku2 ah?  41 Tioh8 keng2-seng2, tioh8 ki5-to2, bian2-tit jip8 ti7 be5-hek8; sim-sin5 kam-goan7, na7-si7 jiok8-the2 nng2-chiaN2.  42 Te7 ji7 pai2 koh khi3 ki5-to2, kong2, Goa2 e5 Pe7 ah, chit-e5 poe na7 boe7-tit li7-khui goa2, tek-khak tioh8 goa2 lim i, chiu7 goan7 li2 e5 chi2-i3 tit chiaN5.  43 Koh-chai3 lai5 khoaN3-kiN3 in iu7 teh khun3, in-ui7 in e5 bak8-chiu siap.  44 Li7-khui in koh khi3, te7 saN pai2 ki5-to2, ia7 si7 kong2 hiah e5 oe7.  45 Hit tiap8 koh chiu7-kun7 hak8-seng, ka7 in kong2, TaN thang khun3 lai5 an-hioh lah.  Si5 kun7 lah, Jin5-chu2 siu7 boe7 ti7 choe7-jin5 e5 chhiu2.  46 Khi2-lai5 saN-kap kiaN5; boe7 goa2 e5 lang5 kun7 lah.
	47 Iau2 teh kong2 e5 si5, hut-jian5 chap8-ji7 e5 hak8-seng e5 chit8 e5, Iu5-tai7, lai5, ia7 u7 kui tin7 lang5 kiah8 to kap thui5-a2, tui3 chiah e5 che3-si-thau5 kap peh-siN3 e5 tiuN2-lo2 hia saN-kap lai5.  48 Boe7 I e5 bat kap in tho3 am3-ho7, kong2, Goa2 ka7 I chim e5, hit lang5 chiu7-si7, lin2 thang liah8 I.  49 Chek-si5 chiu7-kun7 Ia5-sou, kong2, Liap8-pi2, peng5-an; chiu7 tit8-tit8 ka7 I chim.  50 Ia5-sou ka7 i kong2, Peng5-iu2 ah, li2 beh lai5 choe3 e5, chiu7 choe3.  Hiah e5 lang5 chiu7 chin3-cheng5, khi2 chhiu2 liah8 Ia5-sou.  51 Hut-jian5 u7 kap Ia5-sou ti7-teh e5 chit8 lang5 chhun chhiu2 puih8 to, thai5 che3-si-thau5 e5 lou5-pok8, siah-khi3 i chit8 e5 hi7-a2.  52 Ia5-sou chiu7 ka7 i kong2, Siu li2 e5 to jip8 goan5-ui7, in-ui7 hoan7-na7 kiah8 to e5 beh tui3 to si2.  53 A2-si7 li2 phah-sng3 goa2 boe7-oe7 kiu5 goa2 e5 Pe7, chiu7 I ti7 chit tiap8 beh ka7 goa2 chhe chap8-ji7 iaN5 khah ke e5 thiN-sai3 mah?  54 Na7 an2-ni, chiu7 seng3-keng sou2 kong2 chit e5 tai7-chi3 tek-khak u7 e5, chaiN2-iuN7 oe7 eng3-giam7 ah?  55 Hit si5 Ia5-sou ka7 in hiah e5 lang5 kong2, Lin2 kiah8 to kap thui5-a2 chhut-lai5 liah8 goa2, chhin-chhiuN7 beh liah8 chhat8 mah?  Goa2 jit8-jit8 che7 ti7 tian7-lai7 ka3-si7 lang5, ia7 lin2 bo5 liah8 goa2.  56 Chong2-si7 chit e5 su7 long2 chiaN5, si7 beh eng3-giam7 sian-ti sou2 ki3-chai3 e5.  Hit si5 hak8-seng long2 li7-khui I chau2.
	57 Liah8 Ia5-sou e5 toa3 I kau3 che3-si-thau5 Kai-a-hoat e5 sou2-chai7, ti7 hia hiah e5 keng-hak8-su7 kap tiuN2-lo2 i2-keng chu7-chip8.  58 Pi2-tek hng7-hng7 te3 I kau3 che3-si-thau5 e5 iN7, jip8 lai7-bin7 kap hiah e5 chhe-iah8 saN-kap che7, beh khoaN3 hit e5 kiat-kiok8.  59 Chiah e5 che3-si-thau5 kap choan5 kong-hoe7 chhe7 lam7-sam2 e5 kan-cheng3 kong-kek Ia5-sou, ai3 hou7 I si2.  60 Sui-jian5 choe7-choe7 lam7-sam2 kan-cheng3 e5 lai5, ia7 bo5 tit-tioh8.  Au7-lai5 u7 nng7-e5 kau3, kong2,  61 Chit lang5 bat kong2, Goa2 oe7 hui2-hoai7 Siong7-te3 e5 tian7, saN jit8 chiu7 khi2 i.  62 Che3-si-thau5 khi2-lai5 ka7 I kong2, Li2 long2 bo5 in3 mah?  Chiah e5 lang5 sou2 kan-cheng3 li2 e5 si7 sim2-mih8?  63 Na7-si7 Ia5-sou cheng7-cheng7.  Che3-si-thau5 ka7 I kong2, Tng chit e5 chin-oah8 Siong7-te3, goa2 beng7-leng7 li2 chiu3-choa7 lai5 ka7 goan2 kong2, li2 ko2-jian5 si7 Siong7-te3 e5 KiaN2, Ki-tok, a2 m7 si7.  64 Ia5-sou ka7 i kong2, Li2 i2-keng kong2 lah;  na7-si7 goa2 ka7 lin2 kong2, Tui3 chit tiap8 liau2-au7 lin2 beh khoaN3-kiN3 Jin5-chu2 che7 ti7 u7 koan5-leng5 e5 e5 toa7 peng5, che7 thiN e5 hun5 lai5.  65 Tui3 an2-ni che3-si-thau5 thiah-lih8 ka-ki7 e5 saN, kong2, I kong2-chhut chhiam3-koan5 siat-tok8 e5 oe7; lan2 iau2-ku2 khiam3 sim2-mih8 kan-cheng3 ah?  TaN lin2 i2-keng thiaN-kiN3 I e5 chhiam3-koan5 siat-tok8 lah.  66 Lin2 phah-sng3 chaiN2-iuN7?  In3 kong2, I kai si2.  67 Chiu7 phui3-noa7 ti7 I e5 bin7, eng7 kun5-thau5-bu2 cheng I; ia7 u7-e5 eng7 chhiu2 sian3 I,  68 kong2, Ki-tok ah, li2 si7 sian-ti, tioh8 ka7 goan2 kong2, phah li2 e5 si7 chi7-chui7.
	69 Pi2-tek che7 ti7 goa7 iN7; u7 chit8 e5 lu2-pi7 kun7-oa2 i kong2, Li2 ia7 bat kap Ka-li7-li7 lang5 Ia5-sou choe3 tin7.  70 Pi2-tek tng cheng3 lang5 e5 bin7-cheng5 m7 jin7 kong2, Goa2 m7 chai li2 teh kong2 sim2-mih8.  71 Chhut-khi3 kau3 iN7 mng5, koh chit8 e5 lu2-pi7 khoaN3-kiN3 i, ka7 ti7 hia e5 lang5 kong2, Chit-e5 ia7 bat kap Na2-sat-lek8 lang5 Ia5-sou choe3 tin7.  72 Pi2-tek koh m7 jin7, soa3 chiu3-choa7 kong2, Goa2 m7 bat hit e5 lang5.  73 U7 hiah ku2, piN-a2 teh khia7 e5 lang5 kun7-oa2 ka7 Pi2-tek kong2, Li2 sit8-chai7 ia7 si7 in e5 tong2, in-ui7 tui3 li2 e5 khiuN-khau2 lou7-chhut.  74 I chiah chiu3-me7, koh chiu3-choa7, kong2, Goa2 m7 bat hit e5 lang5.  Koe chiu7 thi5.  75 Pi2-tek chiu7 ki3-tit Ia5-sou e5 oe7 kong2, Koe iau2-be7 thi5, li2 beh saN pai2 m7 jin7 goa2.  Chiu7 chhut-khi3 goa7-bin7, toa7 thi5-khau3.

27	Kau3 thiN-kng cheng3 che3-si-thau5 kap peh-siN3 e5 tiuN2-lo2 saN-kap ke3-bou5 kong-kek Ia5-sou, ai3 hou7 I si2.  2 I2-keng pak8 I, chiu7 toa3-khi3 kau hou7 chong2-tok Pi2-liap8-to.
	3 Hit si5 boe7 I e5 Iu5-tai7 khoaN3-kiN3 Ia5-sou siu7 teng7-choe7, chiu7 the3-hoe2, chiong hiah e5 saN-chap8 gun5 heng5 chiah e5 che3-si-thau5 kap tiuN2-lo2,  4 kong2, Goa2 boe7 bo5 choe7 e5 e5 huih, u7 choe7 lah.  In kong2, Kap goan2 siaN2 kan-siap8?  Li2 ka-ki7 taN2-sng3.  5 Iu5-tai7 hiat hiah e5 gun5 ti7 tian7-nih8, the3-khi3 ka-ki7 tiau3-si2.  6 Hiah e5 che3-si-thau5 theh8 hit e5 gun5, kong2, Che si7 huih e5 ke3, m7 thang lok ti7 khou3-pang5.  7 In chiu7 chham-siong5, chiong hit e5 gun5 khi3 boe2 sio-hui5 lang5 e5 hng5, thang bai5-chong3 chhut-goa7 lang5.  8 Sou2-i2 hit khu hng5 kau3 taN chheng choe3 Huih-hng5.  9 Tui3 an2-ni eng3-giam7 cha2 thok sian-ti Ia5-li7-bi2 sou2 kong2 e5, kong2, In theh8 siu7-kou2-e5 e5 ke3-gun5 saN-chap8, chiu7-si7 I2-sek-liat8 e5 kiaN2-sun tiong u7 lang5 sou2 kou2 e5;  10 eng7 i lai5 boe2 sio-hui5-e5 e5 hng5, chiau3 Chu2 sou2 beng7-leng7 goa2 e5.
	11 Ia5-sou khia7 ti7 chong2-tok e5 bin7-cheng5; chong2-tok mng7 I kong2, Li2 si7 Iu5-thai3 lang5 e5 ong5 mah?  Ia5-sou ka7 i kong2, Li2 kong2, chiu7-si7.  12 I hou7 hiah e5 che3-si-thau5 tiuN2-lo2 ko3, I ia7 bo5 in3.  13 Hit si5 Pi2-liap8-to ka7 I kong2, Hiah e5 lang5 kan-cheng3 li2 kau3 hiah choe7 hang7, li2 bo5 thiaN-kiN3 mah?  14 Ia5-sou bo5 in3 i chit8 ku3 oe7 ti3-kau3 chong2-tok toa7 ki5-koai3.
	15 Kau3 choeh-ki5 chong2-tok chiau3-le7 pang3 chit8-e5 hoan7-lang5 hou7 cheng3 lang5, si7 chiau3 in sou2 ai3 e5.  16 Hit si5 u7 chhut-mia5 e5 hoan7-lang5, mia5 kio3 Pa-liap8-pa.  17 In i2-keng chu7-chip8, Pi2-liap8-to ka7 in kong2, Lin2 ai3 goa2 pang3 chi7-chui7 hou7 lin2? si7 Pa-liap8-pa, a2-si7 chheng choe3 Ki-tok e5 Ia5-sou?  18 In-ui7 chai in ui7-tioh8 oan3-tou3 chiah ke3-sang3 Ia5-sou.  19 I che7 tng5 e5 si5, i e5 bou2 chhe lang5 ka7 i kong2, Chit e5 gi7 lang5 li2 m7 thang kan-siap8-tioh8;  in-ui7 goa2 kin-a2-jit8 ti7 bin5-bang7 tiong ui7-tioh8 I choe7-choe7 kan-khou2.  20 Chiah e5 che3-si-thau5 kap tiuN2-lo2 kiau-so cheng3 lang5, kiu5 pang3 Pa-liap8-pa, biat8 Ia5-sou.  21 Chong2-tok in3 kong2, Chit nng7 lang5 lin2 ai3 goa2 pang3 ta2-loh8 chit8-e5 hou7 lin2?  In kong2, Pa-liap8-pa.  Pi2-liap8-to ka7 in kong2,  22 An2-ni, chiu7 chheng choe3 Ki-tok e5 Ia5-sou, goa2 tioh8 chaiN2-iuN7 pan7 I?  In long2 kong2, Teng3 I sip8-ji7-ke3.  23 Chong2-tok kong2, ChaiN2-iuN7, I u7 kiaN5 sim2-mih8 phaiN2?  In toa7 siaN hoah kong2, Teng3 I sip8-ji7-ke3.  24 Pi2-liap8-to khoaN3-kiN3 bo5 chhai2-kang, hoan2-tng2 na2 jiau2-loan7, chiu7 phang5 chui2, ti7 cheng3 lang5 e5 bin7-cheng5 soe2 chhiu2, kong2, Ti7 chit e5 gi7 lang5 e5 huih goa2 bo5 choe7, lin2 ka-ki7 taN2-sng3.  25 Peh-siN3 long2 in3 i kong2, I e5 huih kui ti7 goan2 kap goan2 e5 kiaN2-sun.  26 I chiu7 pang3 Pa-liap8-pa hou7 in.  I2-keng piN-phah Ia5-sou, chiu7 hoat-kau khi3 teng3 sip8-ji7-ke3.
	27 Hit si5 chong2-tok e5 peng toa3 Ia5-sou jip8 kong-tng5, chu7-chip8 thong iaN5 ui5 I.  28 Thng3 I e5 saN, chiong ang5 phau3 ka7 I chheng7;  29 eng7 chhi3-a2 piN7 bian2-liu5, ti3 ti7 I e5 thau5-khak, eng7 lou5-tek he7 ti7 I e5 chiaN3-chhiu2, kui7 ti7 I e5 bin7-cheng5 hi3-lang7 I kong2, Iu5-thai3 lang5 e5 ong5, peng5-an.  30 Chiu7 ka7 I phui3-noa7, kiah8 hit ki lou5-tek, lai5 sut I e5 thau5-khak.  31 Hi3-lang7 soah, hit nia2 phau3 chiu7 ka7 I thng3-khi2-lai5, chiong I ka-ki7 e5 saN ka7 I chheng7, toa3 I khi3 teng3 sip8-ji7-ke3.
	32 Chhut-lai5 e5 si5 tu2-tioh8 chit8 e5 Kou2-li7-nai7 lang5 mia5 Se-bun5, bian2-kiong2 i saN-kap khi3, hou7 i gia5 Ia5-sou e5 sip8-ji7-ke3.  33 Kau3 chit8 sou2-chai7, mia5 Kok-kok-thaN, chiu7-si7 thau5-khak-oaN2 e5 sou2-chai7, chiu7 eng7 khou2-taN2 sou2 tiau5-ho5 e5 chiu2 hou7 I lim;  34 I chhi3-khoaN3, chiu7 m7 lim.  35 I2-keng teng3 I ti7 sip8-ji7-ke3, chiu7 choe3-khau pun I e5 i-hok8;  36 koh che7 ti7 hia kou3-siu2 I.  37 Chiu7 he7 cham2-tiau5 ti7 I e5 thau5-khak e5 teng2-bin7, sia2 kong2, Chit-e5 si7 Iu5-thai3 lang5 e5 ong5, Ia5-sou.  38 Hit si5 u7 nng7 e5 chhat8 kap I tang5 teng3 ti7 sip8-ji7-ke3, chit8-e5 ti7 chiaN3-peng5, chit8-e5 ti7 to3-peng5.
	39 Keng-ke3 e5 lang5 ki-chhi3 I, io5 thau5 kong2,  40 Li2 hui2-hoai7 tian7, saN jit8 koh khi2 e5, tioh8 kiu3 ka-ki7; li2 na7 si7 Siong7-te3 e5 KiaN2, tioh8 tui3 sip8-ji7-ke3 loh8-lai5.  41 Hiah e5 che3-si-thau5 kap keng-hak8-su7 i2-kip8 tiuN2-lo2 ia7 si7 an2-ni hi3-lang7 I, kong2,  42 I bat kiu3 pat8 lang5, boe7-oe7 kiu3 ka-ki7.  I choe3 I2-sek-liat8 e5 ong5, taN tioh8 tui3 sip8-ji7-ke3 loh8-lai5, goan2 chiu7 beh sin3 I.  43 I oa2-kho3 Siong7-te3, Siong7-te3 na7 hoaN-hi2 I, taN chiu7 tioh8 kiu3 I;  in-ui7 I kong2, Goa2 chiu7-si7 Siong7-te3 e5 KiaN2.  44 Kap I tang5 teng3 hit nng7 e5 chhat8 ia7 si7 an2-ni me7 I.
	45 Tui3 jit8-tiong-tau3 kau3 saN tiam2, pian3 toe7 ou-am3.  46 Chha-put-to saN tiam2, Ia5-sou toa7 siaN au5-kio3 kong2, I2-li7, I2-li7, liap8-ma2 sat-pok-tai7-ni5, chiu7-si7 kong2, Goa2 e5 Siong7-te3, goa2 e5 Siong7-te3, li2 siaN2-su7 pang3-li7 goa2?  47 PiN-thau5 khia7 e5 u7 lang5 thiaN-kiN3 chiu7 kong2, I teh kio3 I2-li7-a.  48 Tiong-kan chit8 lang5 chek-si5 chau2-khi3, theh8 hai2-jiong5, chim3 chhou3, ha5 ti7 lou5-tek-a2 be2, hou7 I suh.  49 Ki5-u5 e5 kong2, ChhiaN2 ban7, khoaN3 I2-li7-a lai5 kiu3 I a2 bo5.
